35aa47e4cfa5331c5b8e0ca80dfc6827082d685d9ea592ee61a4dbfb998483d4,16200000000000000000
06d9ff017102c83f8a989fd023d5d96b88b6660cfa5313e1a83e21dcce08fc02,142200000000000000000
7162767c69d4b6a5f2ea3b271f603e1c4f15a831a496fab32452530105bc4bb5,15300000000000000000
7162767c69d4b6a5f2ea3b271f603e1c4f15a831a496fab32452530105bc4bb5,64260000000000000000
7162767c69d4b6a5f2ea3b271f603e1c4f15a831a496fab32452530105bc4bb5,4080000000000000000
7162767c69d4b6a5f2ea3b271f603e1c4f15a831a496fab32452530105bc4bb5,8364000000000000000
78b9f205a47675447939815dcd1ee907cfe3b3c8208769085d32b1104a707413,39600000000000000000
ce346a575587ad8636c217d29c55378308d4f8dd026f4a0e17cf1035d07491f3,328000000000000000000
0e01d932dc2ca77b77e731522fde7b39808873a83861a8a58931aeff6aabba73,81672000000000000000
51b07fcafa76c8290690e42ddf574dbd1b177789e3a3e26e03517690c8ea0f52,1116000000000000000
51b07fcafa76c8290690e42ddf574dbd1b177789e3a3e26e03517690c8ea0f52,15600000000000000000
8e1bb45ae34f29b4281322a507b655629a38492d5c9881b802b0009f24aa7744,16600000000000000000
704c8701b856f89f9c727c7940de5b6ead90cc16e07065e780a58c2f1d070c4f,66709440000000000000
ee3a1d8030d5012d3319b698585a50112999cdb99b538f3725048d1a08a1ec15,1101600000000000000
e8ce38e9020124bf72c48336e3f1f5683cb1d1a965248dc162f15641c7bc421b,6680000000000000000
70d731ca94bd7055684584d52ff3104c39aa34a5cc6117f1d86e159f8e979256,272000000000000000000
70d731ca94bd7055684584d52ff3104c39aa34a5cc6117f1d86e159f8e979256,16320000000000000000
46ff193c4e17903366e85b0c13e73dd2afaa4eb89d6b39d89196e9f2e6b5d94e,100480000000000000000
f4d5ea1bb2c21a01c34482e7ea7fd464174b6aee1e692163d84be92129aca436,270400000000000000000
f4d5ea1bb2c21a01c34482e7ea7fd464174b6aee1e692163d84be92129aca436,60840000000000000000
f40b645a3d55b0f44c9e945d82672e08c7ba6dbba48bad5dd24e65dbd5adea14,2873000000000000000
d61afc68dfee9bc2d9a32101c401485af92c4a03b2a96c43f74002d862a1fc34,261856000000000000000
e6935301f47fb4e3ddbfb39ce99ce184b0fd7b4f5075ca2d5e01faa1dc315f18,8112000000000000000
bc33ef84bc2b5e6d34e5046634aa8f827a16c874b4b66aec9953d9816b692644,68800000000000000000
bc33ef84bc2b5e6d34e5046634aa8f827a16c874b4b66aec9953d9816b692644,61920000000000000000
2f1b79439263838424244f4ea1c5807a4d712076e661a2dc1fb66e877ead4470,20640000000000000000
5c2ad323411a1e5f66b206b25eebafb876b30c4a8c5cdcf7a38731e768449f9a,13600000000000000000
08254047bc3f907f8c3ad0f89063f07190371e45d3a258e7a4f2a9cc06001e55,33600000000000000000
24ec55ce7a9e9a2a8a742cdeb6dcdd5895a8c33d33f82f285854fbc79a177921,1824000000000000000
24ec55ce7a9e9a2a8a742cdeb6dcdd5895a8c33d33f82f285854fbc79a177921,1824000000000000000
24ec55ce7a9e9a2a8a742cdeb6dcdd5895a8c33d33f82f285854fbc79a177921,1980000000000000000
9be6ac3c8a14e7e8ca0f452a81b52d410c47f91b17d71ed631934149e5a3bfff,28056000000000000000
86943f86cfbd12fe8ab41ba9fbffbc9bb3769bb3f2a75fbb606df203b13e0b0b,529536000000000000000
